Unique Identifier,episode_ref,track_name,date,castaway_ref,std_artist,std_name
800,101,"Clarinet Quintet in A, K. 581, Larghetto by Wolfgang Amadeus Mozart",10/13/2017,2579,wolfgang amadeus mozart,sir james macmillan
801,101,"Tristan and Isolde, End of Act 1 by Richard Wagner",10/13/2017,2579,richard wagner,sir james macmillan
802,101,Dream Angus by Jackie Oates,10/13/2017,2579,jackie oates,sir james macmillan
803,101,"Freude, schöner Götterfunken by Gerald Barry",10/13/2017,2579,gerald barry,sir james macmillan
804,102,All of Me by Billie Holiday,10/6/2017,2496,billie holiday,siddhartha mukherjee
805,102,Raga Malkauns by Ustad Amir Khan,10/6/2017,2496,amir khan,siddhartha mukherjee
806,102,Raga Bihag (Gat in Drut Teental) (Live) by Shahid Parvez Khan & Enayet Hossain,10/6/2017,2496,shahid parvez khan enayet hossain,siddhartha mukherjee
807,102,Round Midnight by Thelonious Monk,10/6/2017,2496,thelonious monk,siddhartha mukherjee
808,102,Galang (Trio Riot Version) by Vijay Iyer Trio,10/6/2017,2496,vijay iyer trio,siddhartha mukherjee
809,102,Debajo de esta farola by Juan Moneo,10/6/2017,2496,juan moneo,siddhartha mukherjee
810,102,Metamorphosis Five by Philip Glass,10/6/2017,2496,philip glass,siddhartha mukherjee
811,102,Respect by Aretha Franklin,10/6/2017,2496,aretha franklin,siddhartha mukherjee
812,103,Perfect Day by Lou Reed,9/29/2017,2165,lou reed,professor dame jane francis
814,103,I Heard It Through The Grapevine by Marvin Gaye,9/29/2017,2165,marvin gaye,professor dame jane francis
816,103,Down Under by Men at Work,9/29/2017,2165,men at work,professor dame jane francis
817,103,A Thousand Beautiful Things by Annie Lennox,9/29/2017,2165,annie lennox,professor dame jane francis
818,103,Who Are You by The Who,9/29/2017,2165,the who,professor dame jane francis
819,103,"Requiem, 'In Paradisum' by Gabriel Fauré",9/29/2017,2165,gabriel faure,professor dame jane francis
820,104,Overture from Lawrence of Arabia by Maurice Jarre,9/22/2017,2049,maurice jarre,paul greengrass
821,104,How Blue Can You Get by B.B. King,9/22/2017,2049,b b king,paul greengrass
822,104,Blow the Wind Southerly by Kathleen Ferrier,9/22/2017,2049,kathleen ferrier,paul greengrass
823,104,I Saw Her Standing There by The Beatles,9/22/2017,2049,the beatles,paul greengrass
824,104,Meet On The Ledge by Fairport Convention,9/22/2017,2049,fairport convention,paul greengrass
825,104,Papageno/Papagena Duet by Wolfgang Amadeus Mozart,9/22/2017,2049,wolfgang amadeus mozart,paul greengrass
826,104,"If I Should Fall Behind (Live in Dublin, 2006) by Bruce Springsteen",9/22/2017,2049,bruce springsteen,paul greengrass
827,104,Forever Young by Bob Dylan,9/22/2017,2049,bob dylan,paul greengrass
829,105,Everybody Wants To Rule The World by Tears for Fears,8/11/2017,742,tears for fears,dr kevin fong
830,105,"The Planets, Op. 32 4th Movement, Jupiter, the Bringer of Jollity by Gustav Holst",8/11/2017,742,gustav holst,dr kevin fong
833,105,Don't Fear the Reaper by Blue Öyster Cult,8/11/2017,742,blue oyster cult,dr kevin fong
834,105,Fanfare for the Common Man by Aaron Copland,8/11/2017,742,aaron copland,dr kevin fong
835,105,Ain't No Mountain High Enough by Marvin Gaye,8/11/2017,742,marvin gaye,dr kevin fong
837,106,Landslide by Dixie Chicks,8/4/2017,2488,dixie chicks,sheryl sandberg
839,106,You'll Be Back by Jonathan Groff,8/4/2017,2488,jonathan groff,sheryl sandberg
840,106,Sweet Baby James by James Taylor,8/4/2017,2488,james taylor,sheryl sandberg
841,106,A Long December by Counting Crows,8/4/2017,2488,counting crows,sheryl sandberg
842,106,I'm Still Standing by Elton John,8/4/2017,2488,elton john,sheryl sandberg
844,107,Canon in D major by Johann Pachelbel,7/28/2017,1274,johann pachelbel,jayne anne gadhia
846,107,Parisienne Walkways by Gary Moore,7/28/2017,1274,gary moore,jayne anne gadhia
847,107,Baker Street by Gerry Rafferty,7/28/2017,1274,gerry rafferty,jayne anne gadhia
848,107,Keep On Loving You by REO Speedwagon,7/28/2017,1274,reo speedwagon,jayne anne gadhia
849,107,Now We Are Free by Hans Zimmer,7/28/2017,1274,hans zimmer,jayne anne gadhia
850,107,Survivor by Donny Osmond,7/28/2017,1274,donny osmond,jayne anne gadhia
851,107,(Everything I Do) I Do It For You by Bryan Adams,7/28/2017,1274,bryan adams,jayne anne gadhia
852,108,Suffragette City by David Bowie,7/21/2017,1393,david bowie,john mcenroe
853,108,Precious by The Pretenders,7/21/2017,1393,the pretenders,john mcenroe
854,108,Bring It On Home by Led Zeppelin,7/21/2017,1393,led zeppelin,john mcenroe
855,108,God Save The Queen by Sex Pistols,7/21/2017,1393,sex pistols,john mcenroe
857,108,As by Stevie Wonder,7/21/2017,1393,stevie wonder,john mcenroe
859,108,Killing In The Name by Rage Against the Machine,7/21/2017,1393,rage against the machine,john mcenroe
861,109,Rock Island Line by Lonnie Donegan,7/14/2017,2716,lonnie donegan,sue perkins
862,109,How Soon Is Now? by The Smiths,7/14/2017,2716,the smiths,sue perkins
863,109,20th Century Boy by T. Rex,7/14/2017,2716,t rex,sue perkins
864,109,Moments Of Pleasure by Kate Bush,7/14/2017,2716,kate bush,sue perkins
865,109,Stabat Mater by Giovanni Battista Pergolesi,7/14/2017,2716,giovanni battista pergolesi,sue perkins
866,109,Northern Sky by Nick Drake,7/14/2017,2716,nick drake,sue perkins
867,109,Opening (from Glassworks) by Philip Glass,7/14/2017,2716,philip glass,sue perkins
868,110,Me And Bobby McGee by Janis Joplin,7/7/2017,2159,janis joplin,professor carlo rovelli
869,110,Vieni Ragazzo by Gianni Nannini,7/7/2017,2159,gianni nannini,professor carlo rovelli
870,110,"Concerto No. 12 in C Major, RV 178, Allegro by Antonio Vivaldi",7/7/2017,2159,antonio vivaldi,professor carlo rovelli
871,110,Für Alina by Arvo Pärt,7/7/2017,2159,arvo pärt,professor carlo rovelli
872,110,Love Scene by Jerry Garcia,7/7/2017,2159,jerry garcia,professor carlo rovelli
874,110,Imagine by John Lennon,7/7/2017,2159,john lennon,professor carlo rovelli
875,110,The Crystal Ship by The Doors,7/7/2017,2159,the doors,professor carlo rovelli
877,111,Road to Nowhere by Talking Heads,6/30/2017,2683,talking heads,stella mccartney
878,111,Blackbird by The Beatles,6/30/2017,2683,the beatles,stella mccartney
879,111,Starman by David Bowie,6/30/2017,2683,david bowie,stella mccartney
880,111,Something by Phyllis Dillon,6/30/2017,2683,phyllis dillon,stella mccartney
881,111,God Only Knows by The Beach Boys,6/30/2017,2683,the beach boys,stella mccartney
882,111,A Kiss to Build a Dream On by Louis Armstrong,6/30/2017,2683,louis armstrong,stella mccartney
883,111,Faith by George Michael,6/30/2017,2683,george michael,stella mccartney
884,112,Scorpio Rising by Death in Vegas feat. Liam Gallagher,6/23/2017,1285,death in vegas feat liam gallagher,jed mercurio
885,112,Wicked Game by Chris Isaak,6/23/2017,1285,chris isaak,jed mercurio
888,112,Once by Pearl Jam,6/23/2017,1285,pearl jam,jed mercurio
889,112,Nine While Nine by The Sisters of Mercy,6/23/2017,1285,sisters of mercy,jed mercurio
890,112,1st Man in Space by The All Seeing I,6/23/2017,1285,the all seeing i,jed mercurio
891,112,Lucretia My Reflection by The Sisters of Mercy,6/23/2017,1285,sisters of mercy,jed mercurio
892,113,I Still Love You All by Kenny Ball & His Jazzmen,6/16/2017,2299,kenny ball his jazzmen,rick wakeman
894,113,Have a Drink on Me by Lonnie Donegan,6/16/2017,2299,lonnie donegan,rick wakeman
896,113,Hard to Handle by The Black Crowes,6/16/2017,2299,the black crowes,rick wakeman
897,113,"Woodman, Woodman Spare that Tree by Phil Harris",6/16/2017,2299,phil harris,rick wakeman
898,113,The Anvil Chorus by Giuseppe Verdi,6/16/2017,2299,giuseppe verdi,rick wakeman
899,113,My Generation by The Who,6/16/2017,2299,the who,rick wakeman
900,114,Hide and Seek by Imogen Heap,6/4/2017,2666,imogen heap,sonia friedman
901,114,Clair De Lune by Claude Debussy,6/4/2017,2666,claude debussy,sonia friedman
902,114,Concerto for Two Violins in D Minor BWV 1043 (Second Movement) by Leonard Friedman,6/4/2017,2666,leonard friedman,sonia friedman
903,114,Children and Art by Maria Friedman,6/4/2017,2666,maria friedman,sonia friedman
904,114,"Our Time (From Merrily We Roll Along, 2013 West End Production) by Mark Umbers",6/4/2017,2666,mark umbers,sonia friedman
905,114,The Lark Ascending by Ralph Vaughan Williams,6/4/2017,2666,ralph vaughan williams,sonia friedman
906,114,"Sunrise, Sunset by Jerry Bock",6/4/2017,2666,jerry bock,sonia friedman
907,114,And I Am Telling You I’m Not Going by Amber Riley,6/4/2017,2666,amber riley,sonia friedman
908,115,Famous Blue Raincoat by Leonard Cohen,6/2/2017,808,leonard cohen,elif shafak
909,115,Le vent nous portera by Noir Désir,6/2/2017,808,noir desir,elif shafak
910,115,Misirlou by Tetos Dimitriadis,6/2/2017,808,tetos dimitriadis,elif shafak
913,115,Chop Suey! by System of a Down,6/2/2017,808,system of a down,elif shafak
914,115,Babel by Mumford & Sons,6/2/2017,808,mumford sons,elif shafak
915,115,War Eternal by Arch Enemy,6/2/2017,808,arch enemy,elif shafak
917,116,"Watermark by Nicky Ryan, Roma Shane Ryan, Eith Ni-Bhraonain",5/26/2017,646,nicky ryan roma shane ryan eith ni bhraonain,demis hassabis
918,116,Justified and Ancient by Tammy Wynette with The KLF,5/26/2017,646,the klf,demis hassabis
919,116,The Narcotic Suite: Skylined by The Prodigy,5/26/2017,646,the prodigy,demis hassabis
920,116,The Garden is Becoming a Robe Room by Michael Nyman,5/26/2017,646,michael nyman,demis hassabis
922,116,Motherboard by Daft Punk,5/26/2017,646,daft punk,demis hassabis
923,116,First Step by Hans Zimmer,5/26/2017,646,hans zimmer,demis hassabis
924,117,All I Want by Joni Mitchell,5/19/2017,1626,joni mitchell,liz lochhead
925,117,"Green Grow the Rashes, O by Michael Marra",5/19/2017,1626,michael marra,liz lochhead
926,117,Girl From the North Country by Bob Dylan with Johnny Cash,5/19/2017,1626,johnny cash,liz lochhead
927,117,Mother Glasgow (Live) by Michael Marra,5/19/2017,1626,michael marra,liz lochhead
928,117,Goin' Back by Dusty Springfield,5/19/2017,1626,dusty springfield,liz lochhead
929,117,Some Days There Just Ain’t No Fish by Hoagy Carmichael,5/19/2017,1626,hoagy carmichael,liz lochhead
930,117,I Heard It Through The Grapevine by Marvin Gaye,5/19/2017,1626,marvin gaye,liz lochhead
931,117,Là ci darem la mano by Wolfgang Amadeus Mozart,5/19/2017,1626,wolfgang amadeus mozart,liz lochhead
932,118,Layla by Derek and the Dominos,5/12/2017,775,derek and the dominos,ed sheeran
933,118,Carrickfergus by Van Morrison & The Chieftains,5/12/2017,775,van morrison,ed sheeran
934,118,Stan by Eminem featuring Dido,5/12/2017,775,eminem featuring dido,ed sheeran
935,118,Volcano by Damien Rice,5/12/2017,775,damien rice,ed sheeran
937,118,They Won’t Go When I Go by Stevie Wonder,5/12/2017,775,stevie wonder,ed sheeran
938,118,Indian Sunset by Elton John,5/12/2017,775,elton john,ed sheeran
939,118,Two Shades of Hope by Foy Vance,5/12/2017,775,foy vance,ed sheeran
940,119,While My Guitar Gently Weeps by The Beatles,3/31/2017,200,the beatles,arundhati roy
941,119,"Hi Lily, Hi Lo by Martin Taylor's Spirit of Django",3/31/2017,200,martin taylor s spirit of django,arundhati roy
942,119,Ol' Man River by Paul Robeson,3/31/2017,200,paul robeson,arundhati roy
943,119,Ruby Tuesday by The Rolling Stones,3/31/2017,200,the rolling stones,arundhati roy
944,119,Summertime by Janis Joplin,3/31/2017,200,janis joplin,arundhati roy
945,119,Jhatke Aaayo Chomasho by Bhungar Khan,3/31/2017,200,bhungar khan,arundhati roy
946,119,Raga Chhaya-Chhaya Malhar by Bhimsen Joshi,3/31/2017,200,bhimsen joshi,arundhati roy
947,119,Winter Lady by Leonard Cohen,3/31/2017,200,leonard cohen,arundhati roy
948,120,Tous Les Garcons Et Les Filles by Françoise Hardy,3/24/2017,92,francoise hardy,amanda levete
949,120,Bachianas brasileiras No. 5 by Heitor Villa-Lobos,3/24/2017,92,heitor villa lobos,amanda levete
950,120,Get Up (I Feel Like Being A) Sex Machine by James Brown,3/24/2017,92,james brown,amanda levete
951,120,Muj rodný dum by Pavel Bobek,3/24/2017,92,pavel bobek,amanda levete
953,120,Bondade E Maldade by Teófilo Chantre,3/24/2017,92,teofilo chantre,amanda levete
954,120,Ave Maria by Charles Gounod/Bach,3/24/2017,92,charles gounod bach,amanda levete
957,121,Downtown by Petula Clark,3/17/2017,1744,petula clark,marian keyes
958,121,Message in a Bottle by The Police,3/17/2017,1744,the police,marian keyes
959,121,Ordinary Man by Christy Moore,3/17/2017,1744,christy moore,marian keyes
960,121,We Are Family by Sister Sledge,3/17/2017,1744,sister sledge,marian keyes
961,121,Tears Dry On Their Own by Amy Winehouse,3/17/2017,1744,amy winehouse,marian keyes
962,121,You Have Been Loved by George Michael,3/17/2017,1744,george michael,marian keyes
963,121,"September by Earth, Wind & Fire",3/17/2017,1744,earth wind fire,marian keyes
964,122,Stronger by Kanye West,3/10/2017,1309,kanye west,jimmy carr
965,122,I Am the Resurrection by The Stone Roses,3/10/2017,1309,the stone roses,jimmy carr
966,122,The Obvious Child by Paul Simon,3/10/2017,1309,paul simon,jimmy carr
968,122,I Will Follow You Into The Dark by Death Cab for Cutie,3/10/2017,1309,death cab for cutie,jimmy carr
969,122,When You Were Young by The Killers,3/10/2017,1309,the killers,jimmy carr
970,122,The Boy With The Arab Strap by Belle and Sebastian,3/10/2017,1309,belle and sebastian,jimmy carr
971,122,Crazy In Love by Beyoncé feat. Jay-Z,3/10/2017,1309,beyonce feat jay z,jimmy carr
972,123,Proud Mary by Tina Turner,3/3/2017,543,tina turner,dame katherine grainger
973,123,Pata Pata by Miriam Makeba,3/3/2017,543,miriam makeba,dame katherine grainger
974,123,One Day More by Claude-Michel Schönberg,3/3/2017,543,claude michel schonberg,dame katherine grainger
975,123,If I Can Dream by Elvis Presley,3/3/2017,543,elvis presley,dame katherine grainger
977,123,The Whole of the Moon by The Waterboys,3/3/2017,543,the waterboys,dame katherine grainger
978,123,You Don’t Own Me by Dusty Springfield,3/3/2017,543,dusty springfield,dame katherine grainger
980,124,Concerto in C major RV 537 by Antonio Vivaldi,2/24/2017,2526,antonio vivaldi,sir antony beevor
982,124,Trumpet Voluntary by Jeremiah Clarke,2/24/2017,2526,jeremiah clarke,sir antony beevor
983,124,The Regimental Slow March of the Royal Hussars: ‘Coburg’ by Michael Haydn,2/24/2017,2526,michael haydn,sir antony beevor
984,124,"Concerto No. 1 in E minor, Op. 11 by Frédéric Chopin",2/24/2017,2526,frédéric chopin,sir antony beevor
986,124,Mandolin Concerto in C major RV 425 by Antonio Vivaldi,2/24/2017,2526,antonio vivaldi,sir antony beevor
987,124,Trumpet Concerto in E flat by Joseph Haydn,2/24/2017,2526,joseph haydn,sir antony beevor
988,125,Livin’ Doll by Sir Cliff Richard,2/17/2017,1490,sir cliff richard,june brown
989,125,Kashmiri Song (Pale Hands I Loved) by Deanna Durbin,2/17/2017,1490,deanna durbin,june brown
990,125,O Brother Man by Ipswich High School For Girls Choir,2/17/2017,1490,ipswich high school for girls choir,june brown
991,125,The Song of Songs 'Chanson du cœur brisé' by Christine Brewer,2/17/2017,1490,christine brewer,june brown
992,125,Ac-cent-tchu-ate the positive by Bing Crosby with The Andrews Sisters,2/17/2017,1490,bing crosby the andrews sisters,june brown
993,125,Ma Belle Marguerite by Georges Guétary,2/17/2017,1490,georges guetary,june brown
994,125,The Skye Boat Song by Barbara Dickson,2/17/2017,1490,barbara dickson,june brown
995,125,None But The Lonely Heart by Pyotr Ilyich Tchaikovsky,2/17/2017,1490,pyotr ilyich tchaikovsky,june brown
996,126,Green Green Grass of Home by Tom Jones,2/10/2017,1959,tom jones,nigel owens
997,126,Mor Fawr Wyt Ti by John Eifion,2/10/2017,1959,john eifion,nigel owens
999,126,Myfanwy by Rhydian & Bryn Terfel,2/10/2017,1959,bryn terfel,nigel owens
1000,126,The Power of Love by Jennifer Rush,2/10/2017,1959,jennifer rush,nigel owens
1001,126,Angen Y Gan by Bryn Fôn,2/10/2017,1959,bryn fon,nigel owens
1003,126,I Am What I Am by Gloria Gaynor,2/10/2017,1959,gloria gaynor,nigel owens
1004,127,Every Time We Say Goodbye by Ella Fitzgerald,2/3/2017,584,ella fitzgerald,david beckham
1005,127,What a Fool Believes by Michael McDonald & The Doobie Brothers,2/3/2017,584,the doobie brothers,david beckham
1006,127,I Am the Resurrection by The Stone Roses,2/3/2017,584,the stone roses,david beckham
1007,127,Something About The Way You Look Tonight by Elton John,2/3/2017,584,elton john,david beckham
1008,127,No Es Lo Mismo by Alejandro Sanz,2/3/2017,584,alejandro sanz,david beckham
1009,127,Wild Horses by The Rolling Stones,2/3/2017,584,the rolling stones,david beckham
1010,127,The Girl is Mine by Michael Jackson and Paul McCartney,2/3/2017,584,paul mccartney,david beckham
1011,127,Si tu vois ma mère by Sidney Bechet,2/3/2017,584,sidney bechet,david beckham
1012,128,Twist and Shout by The Beatles,1/27/2017,376,the beatles,caitlin moran
1013,128,Wuthering Heights by Kate Bush,1/27/2017,376,kate bush,caitlin moran
1014,128,Weekender by Flowered Up,1/27/2017,376,flowered up,caitlin moran
1015,128,Not The Girl You Think You Are by Crowded House,1/27/2017,376,crowded house,caitlin moran
1017,128,Rock 'n' Roll Suicide by David Bowie,1/27/2017,376,david bowie,caitlin moran
1020,129,La Variations by Esa-Pekka Salonen,1/20/2017,2890,esa pekka salonen,wayne mcgregor
1021,129,"We Played Some Open Chords and Rejoiced, For the Earth Had Circled the Sun Yet Another Year by A Winged Victory for the Sullen",1/20/2017,2890,a winged victory for the sullen,wayne mcgregor
1022,129,Have I Told You Lately That I Love you by Jim Reeves,1/20/2017,2890,jim reeves,wayne mcgregor
1023,129,Impromptu in G Flat Major by Franz Schubert,1/20/2017,2890,franz schubert,wayne mcgregor
1024,129,"Electric Counterpoint, III. Fast by Steve Reich",1/20/2017,2890,steve reich,wayne mcgregor
1026,129,The First Time Ever I Saw Your Face by George Michael,1/20/2017,2890,george michael,wayne mcgregor
1027,129,Send in the Clowns by Judi Dench,1/20/2017,2890,judi dench,wayne mcgregor
1028,130,Over the Rainbow by Judy Garland,1/13/2017,2142,judy garland,pinky lilani
1029,130,Strangers in the Night by Frank Sinatra,1/13/2017,2142,frank sinatra,pinky lilani
1030,130,Lag Ja Gale Se Phir by Lata Mangeshkar,1/13/2017,2142,lata mangeshkar,pinky lilani
