Id,Label,std_artist
00-2045,00-2045-daniel barenboim,pierre boulez
00-2046,00-2046-daniel barenboim,johann sebastian bach
00-2047,00-2047-daniel barenboim,johann sebastian bach
00-2048,00-2048-darcey bussell,the stranglers
00-2049,00-2049-darcey bussell,sergei prokofiev
00-2050,00-2050-darcey bussell,the beatles
00-2051,00-2051-darcey bussell,wolfgang amadeus mozart
00-2052,00-2052-darcey bussell,jules massenet
00-2053,00-2053-darcey bussell,james blunt
00-2054,00-2054-darcey bussell,gabriel faure
00-2055,00-2055-sir digby jones,edward elgar
00-2056,00-2056-sir digby jones,sean mcdermott
00-2057,00-2057-sir digby jones,hubert parry
00-2058,00-2058-sir digby jones,neil diamond
00-2059,00-2059-sir digby jones,george benson
00-2060,00-2060-sir digby jones,tina turner
00-2061,00-2061-sir digby jones,bryan adams
00-2062,00-2062-sir digby jones,bette midler
00-2063,00-2063-rt hon david cameron mp,bob dylan
00-2064,00-2064-rt hon david cameron mp,benny hill
00-2065,00-2065-rt hon david cameron mp,pink floyd
00-2066,00-2066-rt hon david cameron mp,felix mendelssohn
00-2067,00-2067-rt hon david cameron mp,the smiths
00-2068,00-2068-rt hon david cameron mp,r e m
00-2069,00-2069-rt hon david cameron mp,the killers
00-2070,00-2070-armando iannucci,johann sebastian bach
00-2071,00-2071-armando iannucci,gioachino rossini
00-2072,00-2072-armando iannucci,gustav mahler
00-2073,00-2073-armando iannucci,herbert howells
00-2074,00-2074-armando iannucci,woody allen
00-2075,00-2075-armando iannucci,kate bush
00-2076,00-2076-armando iannucci,jean sibelius
00-2077,00-2077-armando iannucci,johann sebastian bach
00-2078,00-2078-george davies,the beatles
00-2079,00-2079-george davies,lonnie donegan
00-2080,00-2080-george davies,frankie laine
00-2081,00-2081-george davies,gerry the pacemakers
00-2082,00-2082-george davies,the weather girls
00-2083,00-2083-george davies,luciano pavarotti
00-2084,00-2084-peter mansfield,gustav holst
00-2085,00-2085-peter mansfield,charles trenet
00-2086,00-2086-peter mansfield,william walton
00-2087,00-2087-peter mansfield,bedrich smetana
00-2088,00-2088-peter mansfield,henry purcell
00-2089,00-2089-peter mansfield,perry como
00-2090,00-2090-peter mansfield,edward elgar
00-2091,00-2091-lord browne,francisco repilado
00-2092,00-2092-lord browne,wolfgang amadeus mozart
00-2093,00-2093-lord browne,giacomo puccini
00-2094,00-2094-lord browne,edward elgar
00-2095,00-2095-lord browne,marshall crenshaw
00-2096,00-2096-lord browne,diana krall
00-2097,00-2097-lord browne,giuseppe verdi
00-2098,00-2098-lord browne,richard strauss
00-2099,00-2099-monty don,bob dylan
00-2100,00-2100-monty don,the beatles
00-2101,00-2101-monty don,joseph haydn
00-2102,00-2102-monty don,johann sebastian bach
00-2103,00-2103-monty don,leonard cohen
00-2104,00-2104-monty don,the libertines
00-2105,00-2105-monty don,nick drake
00-2106,00-2106-monty don,son house
00-2107,00-2107-rankin,dave ansel collins
00-2108,00-2108-rankin,john martyn
00-2109,00-2109-rankin,joy division
00-2110,00-2110-rankin,van morrison
00-2111,00-2111-rankin,the rolling stones
00-2112,00-2112-rankin,belle and sebastian
00-2113,00-2113-rankin,jackie leven
00-2114,00-2114-dr hanna segal,franz schubert
00-2115,00-2115-dr hanna segal,frédéric chopin
00-2116,00-2116-dr hanna segal,john goss
00-2117,00-2117-dr hanna segal,marlene dietrich
00-2118,00-2118-dr hanna segal,edith piaf
00-2119,00-2119-dr hanna segal,josephine baker
00-2120,00-2120-dr hanna segal,paul robeson
00-2121,00-2121-dr hanna segal,wolfgang amadeus mozart
00-2122,00-2122-david edgar,original cast
00-2123,00-2123-david edgar,the beatles
00-2124,00-2124-david edgar,johann sebastian bach
00-2125,00-2125-david edgar,martin luther king jr
00-2126,00-2126-david edgar,steeleye span
00-2127,00-2127-david edgar,dmitry shostakovich
00-2128,00-2128-david edgar,stephen sondheim
00-2129,00-2129-david edgar,sophie solomon
00-2130,00-2130-michael rosen,original cast
00-2131,00-2131-michael rosen,ewan maccoll
00-2132,00-2132-michael rosen,big bill broonzy
00-2133,00-2133-michael rosen,aretha franklin
00-2134,00-2134-michael rosen,john doherty
00-2135,00-2135-michael rosen,léo ferré
00-2136,00-2136-michael rosen,smiley culture
00-2137,00-2137-michael rosen,taj mahal
00-2138,00-2138-simon cowell,bobby darin
00-2139,00-2139-simon cowell,herb alpert
00-2140,00-2140-simon cowell,charles aznavour
00-2141,00-2141-simon cowell,the righteous brothers
00-2142,00-2142-simon cowell,wayne newton
00-2143,00-2143-simon cowell,daniel bedingfield
00-2144,00-2144-simon cowell,frank sinatra
00-2145,00-2145-simon cowell,sammy davis jr
00-2146,00-2146-a a gill,jeanne moreau
00-2147,00-2147-a a gill,kathleen ferrier
00-2148,00-2148-a a gill,chris farlowe
00-2149,00-2149-a a gill,the byrds
00-2150,00-2150-a a gill,paul robeson
00-2151,00-2151-joan plowright,judy garland
00-2152,00-2152-joan plowright,kathleen ferrier
00-2153,00-2153-joan plowright,edward elgar
00-2154,00-2154-joan plowright,sir laurence olivier
00-2155,00-2155-joan plowright,leonard bernstein
00-2156,00-2156-joan plowright,wolfgang amadeus mozart
00-2157,00-2157-joan plowright,giuseppe di stefano
00-2158,00-2158-joan plowright,edith piaf
00-2159,00-2159-quentin blake,leos janacek
00-2160,00-2160-quentin blake,maurice ravel
00-2161,00-2161-quentin blake,alfred deller
00-2162,00-2162-quentin blake,benjamin britten
00-2163,00-2163-quentin blake,marvin gaye
00-2164,00-2164-quentin blake,flanders and swann
00-2165,00-2165-quentin blake,antonin dvorak
00-2166,00-2166-quentin blake,georges brassens
00-2167,00-2167-jane horrocks,julie andrews
00-2168,00-2168-jane horrocks,joy division
00-2169,00-2169-jane horrocks,gracie fields
00-2170,00-2170-jane horrocks,judy garland
00-2171,00-2171-jane horrocks,neil young
00-2172,00-2172-jane horrocks,lotte lenya
00-2173,00-2173-robert fisk,benjamin britten
00-2174,00-2174-robert fisk,samuel barber
00-2175,00-2175-robert fisk,winston churchill
00-2176,00-2176-robert fisk,johann pachelbel
00-2177,00-2177-robert fisk,symfonicky orchester slovenskeho rozhlasu
00-2178,00-2178-camila batmanghelidjh,nikolai rimsky korsakov
00-2179,00-2179-camila batmanghelidjh,jacques brel
00-2180,00-2180-camila batmanghelidjh,choir of cregagh presbyterian church belfast
00-2181,00-2181-camila batmanghelidjh,edward elgar
00-2182,00-2182-camila batmanghelidjh,luther vandross
00-2183,00-2183-camila batmanghelidjh,bob marley
00-2184,00-2184-camila batmanghelidjh,johannes brahms
00-2185,00-2185-heston blumenthal,lili boniche
00-2186,00-2186-heston blumenthal,m a s s
00-2187,00-2187-heston blumenthal,the band
00-2188,00-2188-heston blumenthal,bobby womack
00-2189,00-2189-heston blumenthal,paco de lucia
00-2190,00-2190-heston blumenthal,dr rubberfunk
00-2191,00-2191-heston blumenthal,ilham al madfai
00-2192,00-2192-heston blumenthal,giuseppe verdi
00-2193,00-2193-lord stevens,hubert parry
00-2194,00-2194-lord stevens,the band
00-2195,00-2195-lord stevens,rudyard kipling
00-2196,00-2196-lord stevens,gustav holst
00-2197,00-2197-lord stevens,andrew lloyd webber
00-2198,00-2198-lord stevens,huddersfield choral society
00-2199,00-2199-lord stevens,band of hm royal marines
00-2200,00-2200-lord stevens,pyotr ilyich tchaikovsky
00-2201,00-2201-stephen king,the beatles
00-2202,00-2202-stephen king,bob dylan
00-2203,00-2203-stephen king,james mcmurtry
00-2204,00-2204-stephen king,the pretenders
00-2205,00-2205-stephen king,old 97 s
00-2206,00-2206-stephen king,bruce springsteen
00-2207,00-2207-stephen king,ryan adams
00-2208,00-2208-matt lucas,the broadway cast
00-2209,00-2209-matt lucas,the kids from fame
00-2210,00-2210-matt lucas,danny kaye
00-2211,00-2211-matt lucas,the proclaimers
00-2212,00-2212-matt lucas,ben folds
00-2213,00-2213-matt lucas,manoel felciano
00-2214,00-2214-matt lucas,jacques brel
00-2215,00-2215-raymond gubbay,giacomo puccini
00-2216,00-2216-raymond gubbay,ludwig van beethoven
00-2217,00-2217-raymond gubbay,giacomo puccini
00-2218,00-2218-raymond gubbay,giuseppe verdi
00-2219,00-2219-raymond gubbay,pyotr ilyich tchaikovsky
00-2220,00-2220-raymond gubbay,edith piaf
00-2221,00-2221-raymond gubbay,wolfgang amadeus mozart
00-2222,00-2222-raymond gubbay,max bruch
00-2223,00-2223-karl jenkins,richard wagner
00-2224,00-2224-karl jenkins,johann sebastian bach
00-2225,00-2225-karl jenkins,miles davis
00-2226,00-2226-karl jenkins,donald fagen
00-2227,00-2227-karl jenkins,gustav mahler
00-2228,00-2228-karl jenkins,weather report
00-2229,00-2229-karl jenkins,karl jenkins
00-2230,00-2230-karl jenkins,richard strauss
00-2231,00-2231-arnold wesker,jose pablo moncayo
00-2232,00-2232-arnold wesker,shigeaki saegusa
00-2233,00-2233-arnold wesker,carl philipp emanuel bach
00-2234,00-2234-arnold wesker,arnold schoenberg
00-2235,00-2235-arnold wesker,ben till arnold wesker
00-2236,00-2236-arnold wesker,richard strauss
00-2237,00-2237-arnold wesker,lionel richie
00-2238,00-2238-arnold wesker,joe satriani
00-2239,00-2239-gloria hunniford,james galway
00-2240,00-2240-gloria hunniford,van morrison
00-2241,00-2241-gloria hunniford,doris day
00-2242,00-2242-gloria hunniford,frederick loewe
00-2243,00-2243-gloria hunniford,frank sinatra
00-2244,00-2244-gloria hunniford,neil diamond
00-2245,00-2245-gloria hunniford,sir cliff richard
00-2246,00-2246-gloria hunniford,john barry
00-2247,00-2247-anthony horowitz,frédéric chopin
00-2248,00-2248-anthony horowitz,the beatles
00-2249,00-2249-anthony horowitz,antonio vivaldi
00-2250,00-2250-anthony horowitz,moulin rouge
00-2251,00-2251-anthony horowitz,billy joel
00-2252,00-2252-anthony horowitz,michael tippett
00-2253,00-2253-anthony horowitz,david healey
00-2254,00-2254-anthony horowitz,benjamin britten
00-2255,00-2255-edna o brien,the monks of the benedictine monastry of santo domingo de silos
00-2256,00-2256-edna o brien,giacomo puccini
00-2257,00-2257-edna o brien,johann sebastian bach
00-2258,00-2258-edna o brien,sinead o connor
00-2259,00-2259-edna o brien,the pogues
00-2260,00-2260-edna o brien,michael olatunji
00-2261,00-2261-edna o brien,wolfgang amadeus mozart
00-2262,00-2262-edna o brien,edith piaf
00-2263,00-2263-ann daniels,neil diamond
00-2264,00-2264-ann daniels,the jam
00-2265,00-2265-ann daniels,pyotr ilyich tchaikovsky
00-2266,00-2266-ann daniels,nina simone
00-2267,00-2267-brian aldiss,walter brennan
00-2268,00-2268-brian aldiss,henryk mikolaj gorecki
00-2269,00-2269-brian aldiss,ella fitzgerald
00-2270,00-2270-brian aldiss,alexander borodin
00-2271,00-2271-brian aldiss,jacques offenbach
00-2272,00-2272-brian aldiss,the choir and tambouritza ensemble of radio osijek
00-2273,00-2273-brian aldiss,tom lehrer
00-2274,00-2274-brian aldiss,gustav holst
00-2275,00-2275-neil tennant,rex harrison
00-2276,00-2276-neil tennant,the beatles
00-2277,00-2277-neil tennant,ralph vaughan williams
00-2278,00-2278-neil tennant,david bowie
00-2279,00-2279-neil tennant,billie holiday
00-2280,00-2280-neil tennant,dusty springfield
00-2281,00-2281-neil tennant,dmitry shostakovich
00-2282,00-2282-paul abbott,the beach boys
00-2283,00-2283-paul abbott,bobbie gentry
00-2284,00-2284-paul abbott,arthur conley
00-2285,00-2285-paul abbott,john lennon
00-2286,00-2286-paul abbott,t rex
00-2287,00-2287-paul abbott,the jam
00-2288,00-2288-paul abbott,tom abbott with his band
00-2289,00-2289-paul abbott,roberta flack
00-2290,00-2290-grayson perry,ron goodwin
00-2291,00-2291-grayson perry,tony bennett
00-2292,00-2292-grayson perry,the fall
00-2293,00-2293-grayson perry,death by motorhead
00-2294,00-2294-grayson perry,willie nelson
00-2295,00-2295-grayson perry,randy crawford
00-2296,00-2296-grayson perry,philip glass
00-2297,00-2297-andrew neil,james taylor
00-2298,00-2298-andrew neil,blood sweat tears
00-2299,00-2299-andrew neil,miles davis
00-2300,00-2300-andrew neil,edward elgar
00-2301,00-2301-andrew neil,antonin dvorak
00-2302,00-2302-andrew neil,pyotr ilyich tchaikovsky
00-2303,00-2303-andrew neil,the beatles
00-2304,00-2304-andrew neil,pet shop boys
00-2305,00-2305-jp donleavy,farnham youth choir
00-2306,00-2306-jp donleavy,the tabernacle choir at temple square
00-2307,00-2307-jp donleavy,soviet army chorus drum corps
00-2308,00-2308-jp donleavy,maurice ravel
00-2309,00-2309-jp donleavy,the fron male voice choir
00-2310,00-2310-jp donleavy,cristobal de morales
00-2311,00-2311-jp donleavy,giacomo puccini
00-2312,00-2312-jp donleavy,ludwig van beethoven
00-2313,00-2313-andy kershaw,bhundu boys
00-2314,00-2314-andy kershaw,bob dylan
00-2315,00-2315-andy kershaw,the clash
00-2316,00-2316-andy kershaw,warren zevon
00-2317,00-2317-andy kershaw,loudon wainwright iii
00-2318,00-2318-andy kershaw,joni mitchell
00-2319,00-2319-andy kershaw,gram parsons
00-2320,00-2320-jo brand,johannes brahms
00-2321,00-2321-jo brand,kate bush
00-2322,00-2322-jo brand,paul robeson
00-2323,00-2323-jo brand,the damned
00-2324,00-2324-jo brand,talking heads
00-2325,00-2325-jo brand,billy bragg
00-2326,00-2326-jo brand,elvis costello
00-2327,00-2327-jo brand,abdullah ibrahim
00-2328,00-2328-professor raymond tallis,giovanni pierluigi da palestrina
00-2329,00-2329-professor raymond tallis,gabriel faure
00-2330,00-2330-professor raymond tallis,the beatles
00-2331,00-2331-professor raymond tallis,johann sebastian bach
00-2332,00-2332-professor raymond tallis,ludwig van beethoven
00-2333,00-2333-professor raymond tallis,franz schubert
00-2334,00-2334-professor raymond tallis,wolfgang amadeus mozart
00-2335,00-2335-professor raymond tallis,mikis theodorakis
00-2336,00-2336-ben helfgott,edward elgar
00-2337,00-2337-ben helfgott,gracie fields
00-2338,00-2338-ben helfgott,the zemel choir of london
00-2339,00-2339-ben helfgott,sophie tucker
00-2340,00-2340-ben helfgott,les karmon israeli
00-2341,00-2341-ben helfgott,bbc archive
00-2342,00-2342-ben helfgott,the three tenors
00-2343,00-2343-ben helfgott,ludwig van beethoven
00-2344,00-2344-joanna lumley,richard wagner
00-2345,00-2345-joanna lumley,iestyn edwards
00-2346,00-2346-joanna lumley,ludwig van beethoven
00-2347,00-2347-joanna lumley,giacomo puccini
00-2348,00-2348-joanna lumley,elvis presley
00-2349,00-2349-joanna lumley,nat king cole
00-2350,00-2350-joanna lumley,jean sibelius
00-2351,00-2351-greg dyke,bruce springsteen
00-2352,00-2352-greg dyke,buddy holly
00-2353,00-2353-greg dyke,the beatles
00-2354,00-2354-greg dyke,bob dylan
00-2355,00-2355-greg dyke,louis armstrong
00-2356,00-2356-greg dyke,meat loaf
00-2357,00-2357-greg dyke,jerry lewis
00-2358,00-2358-paul mckenna,the beatles
00-2359,00-2359-paul mckenna,sister sledge
00-2360,00-2360-paul mckenna,led zeppelin
00-2361,00-2361-paul mckenna,everything but the girl
00-2362,00-2362-paul mckenna,primal scream
00-2363,00-2363-tom blundell,gilberto gil
00-2364,00-2364-tom blundell,chris barber
00-2365,00-2365-tom blundell,charles mingus
00-2366,00-2366-tom blundell,billie holiday
00-2367,00-2367-tom blundell,veenai jayanthi
00-2368,00-2368-tom blundell,vincenzo bellini
00-2369,00-2369-tom blundell,hugh masekela
00-2370,00-2370-tom blundell,giuseppe verdi
00-2371,00-2371-yoko ono,edith piaf
00-2372,00-2372-yoko ono,lale andersen
00-2373,00-2373-yoko ono,dominic behan
00-2374,00-2374-yoko ono,bob marley
00-2375,00-2375-yoko ono,gracie fields
00-2376,00-2376-yoko ono,john lennon
00-2377,00-2377-yoko ono,sean lennon
00-2378,00-2378-christy moore,felicity lott
00-2379,00-2379-christy moore,christy moore
00-2380,00-2380-christy moore,paul anka
00-2381,00-2381-christy moore,the clancy brothers
00-2382,00-2382-christy moore,luke kelly
00-2383,00-2383-christy moore,ewan maccoll
00-2384,00-2384-christy moore,john reilly
00-2385,00-2385-ricky gervais,bob dylan
00-2386,00-2386-ricky gervais,cat stevens
00-2387,00-2387-ricky gervais,sex pistols
00-2388,00-2388-ricky gervais,neil young
00-2389,00-2389-ricky gervais,david bowie
00-2390,00-2390-ricky gervais,jimmy webb
00-2391,00-2391-ricky gervais,willie nelson
00-2392,00-2392-wangari maathai,eric wainaima
00-2393,00-2393-wangari maathai,harry belafonte
00-2394,00-2394-wangari maathai,angélique kidjo
00-2395,00-2395-wangari maathai,patti labelle
00-2396,00-2396-wangari maathai,joan baez
00-2397,00-2397-wangari maathai,miriam makeba
00-2398,00-2398-wangari maathai,frank sinatra
00-2399,00-2399-wangari maathai,all angels
00-2400,00-2400-simon russell beale,johann sebastian bach
00-2401,00-2401-simon russell beale,herbert howells
00-2402,00-2402-simon russell beale,gustav mahler
00-2403,00-2403-simon russell beale,felix mendelssohn
00-2404,00-2404-simon russell beale,ludwig van beethoven
00-2405,00-2405-simon russell beale,jean sibelius
00-2406,00-2406-simon russell beale,peter warlock
00-2407,00-2407-simon russell beale,maurice ravel
00-2408,00-2408-oliver postgate,johann sebastian bach
00-2409,00-2409-oliver postgate,josh white
00-2410,00-2410-oliver postgate,frederick delius
00-2411,00-2411-oliver postgate,pete fountain
00-2412,00-2412-oliver postgate,the vernon elliot ensemble
00-2413,00-2413-oliver postgate,pyatnitsky state russian folk choir
00-2414,00-2414-oliver postgate,thijs van leer
00-2415,00-2415-oliver postgate,edith piaf
00-2416,00-2416-thomas keneally,george frideric handel
00-2417,00-2417-thomas keneally,the pogues
00-2418,00-2418-thomas keneally,johann sebastian bach
00-2419,00-2419-thomas keneally,joseph canteloube
00-2420,00-2420-thomas keneally,the bushwackers
00-2421,00-2421-thomas keneally,the chieftains
00-2422,00-2422-thomas keneally,john williams
00-2423,00-2423-thomas keneally,shaun davey
00-2424,00-2424-nicola horlick,julie andrews
00-2425,00-2425-nicola horlick,simon garfunkel
00-2426,00-2426-nicola horlick,gabriel faure
00-2427,00-2427-nicola horlick,modest mussorgsky
00-2428,00-2428-nicola horlick,don giovanni a cenar teco from don giovanni
00-2429,00-2429-nicola horlick,howard blake
00-2430,00-2430-nicola horlick,bryan adams
00-2431,00-2431-nicola horlick,wolfgang amadeus mozart
00-2432,00-2432-andrew davies,ludwig van beethoven
00-2433,00-2433-andrew davies,benjamin britten
00-2434,00-2434-andrew davies,chris barber
00-2435,00-2435-andrew davies,leonard bernstein
00-2436,00-2436-andrew davies,the jimmy giuffre trio
00-2437,00-2437-andrew davies,bonnie tyler
00-2438,00-2438-andrew davies,francoise hardy
00-2439,00-2439-andrew davies,gabriel faure
00-2440,00-2440-felix dennis,bob dylan
00-2441,00-2441-felix dennis,robert johnson
00-2442,00-2442-felix dennis,john mayall
00-2443,00-2443-felix dennis,dizzy gillespie
00-2444,00-2444-felix dennis,john lennon
00-2445,00-2445-felix dennis,peggy lee
00-2446,00-2446-felix dennis,chuck berry
00-2447,00-2447-felix dennis,frank sinatra
00-2448,00-2448-vladimir jurowski,johann sebastian bach
00-2449,00-2449-vladimir jurowski,ludwig van beethoven
00-2450,00-2450-vladimir jurowski,johann sebastian bach
00-2451,00-2451-vladimir jurowski,gustav mahler
00-2452,00-2452-vladimir jurowski,wolfgang amadeus mozart
00-2453,00-2453-vladimir jurowski,franz schubert
00-2454,00-2454-vladimir jurowski,arvo pärt
00-2455,00-2455-vladimir jurowski,pyotr ilyich tchaikovsky
00-2456,00-2456-george michael,amy winehouse
00-2457,00-2457-george michael,roxy music
00-2458,00-2458-george michael,gnarls barkley
00-2459,00-2459-george michael,pet shop boys
00-2460,00-2460-george michael,kanye west
00-2461,00-2461-george michael,rufus wainwright
00-2462,00-2462-alan johnson,the beatles
00-2463,00-2463-alan johnson,elvis costello
00-2464,00-2464-alan johnson,the easybeats
00-2465,00-2465-alan johnson,david bowie
00-2466,00-2466-alan johnson,neil young
00-2467,00-2467-alan johnson,gustav mahler
00-2468,00-2468-alan johnson,super furry animals
00-2469,00-2469-jill balcon,franz schubert
00-2470,00-2470-jill balcon,wolfgang amadeus mozart
00-2471,00-2471-jill balcon,ralph vaughan williams
00-2472,00-2472-jill balcon,ludwig van beethoven
00-2473,00-2473-jill balcon,peter cook
00-2474,00-2474-jill balcon,charles trenet
00-2475,00-2475-jill balcon,leos janacek
00-2476,00-2476-jill balcon,ella fitzgerald
00-2477,00-2477-lord joffe,bashir am israelim
00-2478,00-2478-lord joffe,ludwig van beethoven
00-2479,00-2479-lord joffe,joan baez
00-2480,00-2480-lord joffe,hubert parry
00-2481,00-2481-lord joffe,julie andrews
00-2482,00-2482-lord joffe,joan baez
00-2483,00-2483-lord joffe,dylan thomas
00-2484,00-2484-nicholas parsons,louis armstrong
00-2485,00-2485-nicholas parsons,oscar peterson
00-2486,00-2486-nicholas parsons,nat king cole
00-2487,00-2487-nicholas parsons,ella fitzgerald
00-2488,00-2488-nicholas parsons,fifth dimension
00-2489,00-2489-nicholas parsons,frédéric chopin
00-2490,00-2490-nicholas parsons,barbra streisand
00-2491,00-2491-nicholas parsons,dmitry shostakovich
00-2492,00-2492-eliza manningham buller,johann sebastian bach
00-2493,00-2493-eliza manningham buller,wolfgang amadeus mozart
00-2494,00-2494-eliza manningham buller,the white stripes
00-2495,00-2495-eliza manningham buller,the rolling stones
00-2496,00-2496-eliza manningham buller,franz schubert
00-2497,00-2497-eliza manningham buller,soweto string quartet
00-2498,00-2498-eliza manningham buller,ella fitzgerald
00-2499,00-2499-eliza manningham buller,ludwig van beethoven
00-2500,00-2500-armistead maupin,patti page
00-2501,00-2501-armistead maupin,audrey hepburn
00-2502,00-2502-armistead maupin,liza minnelli
00-2503,00-2503-armistead maupin,julie andrews
00-2504,00-2504-armistead maupin,k.d. lang
00-2505,00-2505-armistead maupin,john mayer
00-2506,00-2506-armistead maupin,tommy gnosis
00-2507,00-2507-steven isserlis,franz schubert
00-2508,00-2508-steven isserlis,robert schumann
00-2509,00-2509-steven isserlis,the beatles
00-2510,00-2510-steven isserlis,terry jones
00-2511,00-2511-steven isserlis,johann sebastian bach
00-2512,00-2512-steven isserlis,ludwig van beethoven
00-2513,00-2513-steven isserlis,hoffnung and charles richardson
00-2514,00-2514-steven isserlis,gabriel faure
00-2515,00-2515-alec jeffreys,johann sebastian bach
00-2516,00-2516-alec jeffreys,the beach boys
00-2517,00-2517-alec jeffreys,tina turner
00-2518,00-2518-alec jeffreys,charles penrose
00-2519,00-2519-alec jeffreys,leonard cohen
00-2520,00-2520-alec jeffreys,the killers
00-2521,00-2521-alec jeffreys,engelbert humperdinck
00-2522,00-2522-paul weller,small faces
00-2523,00-2523-paul weller,dinah washington
00-2524,00-2524-paul weller,charles mingus
00-2525,00-2525-paul weller,james brown
00-2526,00-2526-paul weller,claude debussy
00-2527,00-2527-paul weller,declan o rourke
00-2528,00-2528-paul weller,nick drake
00-2529,00-2529-paul weller,roscoe robinson
00-2530,00-2530-jung chang,les moines de l abbaye de notre dame of ganagobie
00-2531,00-2531-jung chang,george frideric handel
00-2532,00-2532-jung chang,xu wang wenjuan
00-2533,00-2533-jung chang,frédéric chopin
00-2534,00-2534-jung chang,wang xiangrong
00-2535,00-2535-jung chang,ben webster
00-2536,00-2536-jung chang,wolfgang amadeus mozart
00-2537,00-2537-jung chang,billie holiday
00-2538,00-2538-victoria wood,randy newman
00-2539,00-2539-victoria wood,weather report
00-2540,00-2540-victoria wood,gidon kremer
00-2541,00-2541-victoria wood,mr scruff
00-2542,00-2542-victoria wood,tom waits
00-2543,00-2543-victoria wood,the doobie brothers
00-2544,00-2544-victoria wood,arvo pärt
00-2545,00-2545-victoria wood,john rutter
00-2546,00-2546-karren brady,carole king
00-2547,00-2547-karren brady,the jam
00-2548,00-2548-karren brady,meat loaf
00-2549,00-2549-karren brady,lenny kravitz
00-2550,00-2550-karren brady,bonnie tyler
00-2551,00-2551-karren brady,puff daddy
00-2552,00-2552-john humphrys,ella fitzgerald
00-2553,00-2553-john humphrys,pendyrus male choir
00-2554,00-2554-john humphrys,duke ellington
00-2555,00-2555-john humphrys,don mclean
00-2556,00-2556-john humphrys,teal choir
00-2557,00-2557-john humphrys,ludwig van beethoven
00-2558,00-2558-john humphrys,edward elgar
00-2559,00-2559-john humphrys,jerry lewis
00-2560,00-2560-simon rattle,gustav mahler
00-2561,00-2561-simon rattle,joni mitchell
00-2562,00-2562-simon rattle,johann sebastian bach
00-2563,00-2563-simon rattle,leos janacek
00-2564,00-2564-simon rattle,wolfgang amadeus mozart
00-2565,00-2565-simon rattle,joseph haydn
00-2566,00-2566-simon rattle,robert schumann
00-2567,00-2567-simon rattle,george frideric handel
00-2568,00-2568-rory stewart,sophie ramsay
00-2569,00-2569-rory stewart,arthur sullivan
00-2570,00-2570-rory stewart,the band
00-2571,00-2571-rory stewart,dub specialists
00-2572,00-2572-rory stewart,ted hughes
00-2573,00-2573-rory stewart,franz schubert
00-2574,00-2574-rory stewart,r khushnawaz g mohammad a hassanpur
00-2575,00-2575-rory stewart,don edwards
00-2576,00-2576-lady natasha spender,johann sebastian bach
00-2577,00-2577-lady natasha spender,wolfgang amadeus mozart
00-2578,00-2578-lady natasha spender,carl maria von weber
00-2579,00-2579-lady natasha spender,ludwig van beethoven
00-2580,00-2580-lady natasha spender,ludwig van beethoven
00-2581,00-2581-lady natasha spender,leonard bernstein
00-2582,00-2582-lady natasha spender,samuel barber
00-2583,00-2583-lady natasha spender,wolfgang amadeus mozart
00-2584,00-2584-beryl bainbridge,connee boswell
00-2585,00-2585-beryl bainbridge,the beatles
00-2586,00-2586-beryl bainbridge,richard tauber
00-2587,00-2587-beryl bainbridge,vera lynn
00-2588,00-2588-beryl bainbridge,richard harris
00-2589,00-2589-beryl bainbridge,rolf harris
00-2590,00-2590-beryl bainbridge,meat loaf
00-2591,00-2591-beryl bainbridge,david bowie
00-2592,00-2592-oleg gordievsky,wolfgang amadeus mozart
00-2593,00-2593-oleg gordievsky,–§—ë–¥–æ—Ä –®–∞–ª—è–ø–∏–Ω
00-2594,00-2594-oleg gordievsky,richard wagner
00-2595,00-2595-oleg gordievsky,marlene dietrich
00-2596,00-2596-oleg gordievsky,iannis xenakis
00-2597,00-2597-oleg gordievsky,ludwig van beethoven
00-2598,00-2598-oleg gordievsky,johann sebastian bach
00-2599,00-2599-oleg gordievsky,paul lincke
00-2600,00-2600-martin evans,sergey rachmaninov
00-2601,00-2601-martin evans,tommy steele
00-2602,00-2602-martin evans,edith piaf
00-2603,00-2603-martin evans,the desmonds
00-2604,00-2604-martin evans,george frideric handel
00-2605,00-2605-martin evans,bryn terfel
00-2606,00-2606-martin evans,the broadway cast
00-2607,00-2607-martin evans,rutland boughton
00-2608,00-2608-david dimbleby,franz schubert
00-2609,00-2609-david dimbleby,kate dimbleby band
00-2610,00-2610-david dimbleby,blind boy fuller
00-2611,00-2611-david dimbleby,david lloyd
00-2612,00-2612-david dimbleby,ivry gitlis
00-2613,00-2613-david dimbleby,benjamin britten
00-2614,00-2614-david dimbleby,george frideric handel
00-2615,00-2615-david dimbleby,henry purcell
00-2616,00-2616-michael ball,camille saint saens
00-2617,00-2617-michael ball,mahalia jackson
00-2618,00-2618-michael ball,dinah washington
00-2619,00-2619-michael ball,joni mitchell
00-2620,00-2620-michael ball,ronald binge
00-2621,00-2621-michael ball,garth brooks
00-2622,00-2622-michael ball,ethel merman
00-2623,00-2623-liz smith,roy orbison
00-2624,00-2624-liz smith,jack hylton his orchestra
00-2625,00-2625-liz smith,glenn miller
00-2626,00-2626-liz smith,nikolai rimsky korsakov
00-2627,00-2627-liz smith,edith sitwell
00-2628,00-2628-liz smith,john tavener
00-2629,00-2629-liz smith,felix mendelssohn
00-2630,00-2630-liz smith,peter dawson
